y,x,fga,fg,pts,ssce,prla,dist
-2.5,-62.5,0.0,0.0,0.0,-0.85,0.0,6.52
-2.5,-57.5,0.0,0.0,0.0,-0.83,0.0,6.02
-2.5,-52.5,1.0,0.0,0.0,-0.695,-0.695,5.52
-2.5,-47.5,0.0,0.0,0.0,-0.626,0.0,5.02
-2.5,-42.5,0.0,0.0,0.0,-0.728,0.0,4.53
-2.5,-37.5,3.0,0.0,0.0,-0.559,-1.676,4.03
-2.5,-32.5,1.0,0.0,0.0,-0.624,-0.624,3.54
-2.5,-27.5,0.0,0.0,0.0,-0.685,0.0,3.04
-2.5,-22.5,1.0,0.0,0.0,-0.59,-0.59,2.55
-2.5,-17.5,1.0,0.0,0.0,-0.86,-0.86,2.06
-2.5,-12.5,4.0,1.0,2.0,-0.429,-1.718,1.58
-2.5,-7.5,5.0,2.0,4.0,-0.322,-1.612,1.12
-2.5,-2.5,3.0,2.0,4.0,0.041,0.124,0.71
-2.5,2.5,6.0,2.0,4.0,-0.369,-2.212,0.5
-2.5,7.5,3.0,2.0,4.0,0.169,0.506,0.71
-2.5,12.5,0.0,0.0,0.0,-0.949,0.0,1.12
-2.5,17.5,0.0,0.0,0.0,-0.947,0.0,1.58
-2.5,22.5,0.0,0.0,0.0,-0.74,0.0,2.06
-2.5,27.5,0.0,0.0,0.0,-0.683,0.0,2.55
-2.5,32.5,0.0,0.0,0.0,-0.611,0.0,3.04
-2.5,37.5,2.0,0.0,0.0,-0.599,-1.198,3.54
-2.5,42.5,0.0,0.0,0.0,-0.588,0.0,4.03
-2.5,47.5,1.0,1.0,2.0,1.433,1.433,4.53
-2.5,52.5,0.0,0.0,0.0,-0.632,0.0,5.02
-2.5,57.5,1.0,0.0,0.0,-0.776,-0.776,5.52
-2.5,62.5,0.0,0.0,0.0,-0.912,0.0,6.02
-2.5,67.5,6.0,1.0,3.0,-0.394,-2.364,6.52
-2.5,72.5,6.0,2.0,6.0,0.125,0.751,7.02
2.5,-72.5,0.0,0.0,0.0,-0.878,0.0,7.5
2.5,-67.5,4.0,1.0,3.0,-0.247,-0.989,7.0
2.5,-62.5,1.0,1.0,2.0,1.117,1.117,6.5
2.5,-57.5,2.0,1.0,2.0,0.19,0.38,6.0
2.5,-52.5,1.0,0.0,0.0,-0.609,-0.609,5.5
2.5,-47.5,2.0,0.0,0.0,-0.723,-1.446,5.0
2.5,-42.5,1.0,1.0,2.0,1.29,1.29,4.5
2.5,-37.5,3.0,0.0,0.0,-0.586,-1.759,4.0
2.5,-32.5,3.0,2.0,4.0,0.676,2.029,3.5
2.5,-27.5,4.0,2.0,4.0,0.312,1.247,3.0
2.5,-22.5,5.0,3.0,6.0,0.347,1.737,2.5
2.5,-17.5,2.0,1.0,2.0,0.131,0.262,2.0
2.5,-12.5,10.0,3.0,6.0,-0.277,-2.769,1.5
2.5,-7.5,38.0,21.0,42.0,-0.176,-6.707,1.0
2.5,-2.5,19.0,14.0,28.0,0.139,2.64,0.5
2.5,2.5,19.0,14.0,28.0,0.111,2.111,0.0
2.5,7.5,41.0,28.0,56.0,0.06,2.46,0.5
2.5,12.5,7.0,3.0,6.0,-0.231,-1.614,1.0
2.5,17.5,3.0,0.0,0.0,-0.923,-2.77,1.5
2.5,22.5,0.0,0.0,0.0,-0.668,0.0,2.0
2.5,27.5,4.0,2.0,4.0,0.269,1.075,2.5
2.5,32.5,2.0,2.0,4.0,1.295,2.589,3.0
2.5,37.5,0.0,0.0,0.0,-0.599,0.0,3.5
2.5,42.5,2.0,1.0,2.0,0.433,0.866,4.0
2.5,47.5,0.0,0.0,0.0,-0.542,0.0,4.5
2.5,52.5,0.0,0.0,0.0,-0.709,0.0,5.0
2.5,57.5,1.0,0.0,0.0,-0.801,-0.801,5.5
2.5,62.5,0.0,0.0,0.0,-0.83,0.0,6.0
2.5,67.5,4.0,0.0,0.0,-0.6,-2.402,6.5
2.5,72.5,2.0,1.0,3.0,0.213,0.426,7.0
7.5,-72.5,0.0,0.0,0.0,-0.855,0.0,7.52
7.5,-67.5,1.0,1.0,3.0,2.425,2.425,7.02
7.5,-62.5,1.0,0.0,0.0,-0.868,-0.868,6.52
7.5,-57.5,0.0,0.0,0.0,-0.781,0.0,6.02
7.5,-52.5,0.0,0.0,0.0,-0.624,0.0,5.52
7.5,-47.5,2.0,0.0,0.0,-0.475,-0.95,5.02
7.5,-42.5,3.0,0.0,0.0,-0.576,-1.728,4.53
7.5,-37.5,1.0,1.0,2.0,1.443,1.443,4.03
7.5,-32.5,2.0,0.0,0.0,-0.584,-1.168,3.54
7.5,-27.5,2.0,1.0,2.0,0.335,0.671,3.04
7.5,-22.5,2.0,0.0,0.0,-0.622,-1.244,2.55
7.5,-17.5,6.0,3.0,6.0,0.092,0.555,2.06
7.5,-12.5,15.0,6.0,12.0,-0.139,-2.092,1.58
7.5,-7.5,14.0,8.0,16.0,0.117,1.634,1.12
7.5,-2.5,17.0,6.0,12.0,-0.319,-5.426,0.71
7.5,2.5,16.0,7.0,14.0,-0.202,-3.233,0.5
7.5,7.5,25.0,12.0,24.0,0.009,0.226,0.71
7.5,12.5,6.0,3.0,6.0,0.141,0.847,1.12
7.5,17.5,6.0,1.0,2.0,-0.532,-3.189,1.58
7.5,22.5,4.0,3.0,6.0,0.63,2.519,2.06
7.5,27.5,1.0,0.0,0.0,-0.672,-0.672,2.55
7.5,32.5,2.0,0.0,0.0,-0.577,-1.155,3.04
7.5,37.5,0.0,0.0,0.0,-0.597,0.0,3.54
7.5,42.5,5.0,3.0,6.0,0.432,2.158,4.03
7.5,47.5,2.0,0.0,0.0,-0.674,-1.348,4.53
7.5,52.5,1.0,0.0,0.0,-0.602,-0.602,5.02
7.5,57.5,0.0,0.0,0.0,-0.738,0.0,5.52
7.5,62.5,0.0,0.0,0.0,-0.886,0.0,6.02
7.5,67.5,2.0,1.0,3.0,0.614,1.227,6.52
7.5,72.5,0.0,0.0,0.0,-0.996,0.0,7.02
12.5,-72.5,0.0,0.0,0.0,-0.831,0.0,7.57
12.5,-67.5,2.0,0.0,0.0,-0.959,-1.918,7.07
12.5,-62.5,0.0,0.0,0.0,-0.857,0.0,6.58
12.5,-57.5,0.0,0.0,0.0,-0.775,0.0,6.08
12.5,-52.5,0.0,0.0,0.0,-0.712,0.0,5.59
12.5,-47.5,0.0,0.0,0.0,-0.642,0.0,5.1
12.5,-42.5,1.0,0.0,0.0,-0.519,-0.519,4.61
12.5,-37.5,2.0,1.0,2.0,0.452,0.904,4.12
12.5,-32.5,4.0,2.0,4.0,0.354,1.416,3.64
12.5,-27.5,3.0,2.0,4.0,0.637,1.912,3.16
12.5,-22.5,4.0,3.0,6.0,0.641,2.564,2.69
12.5,-17.5,6.0,2.0,4.0,-0.272,-1.634,2.24
12.5,-12.5,8.0,4.0,8.0,0.076,0.611,1.8
12.5,-7.5,8.0,5.0,10.0,0.266,2.124,1.41
12.5,-2.5,12.0,6.0,12.0,0.001,0.009,1.12
12.5,2.5,10.0,3.0,6.0,-0.313,-3.125,1.0
12.5,7.5,12.0,8.0,16.0,0.239,2.862,1.12
12.5,12.5,6.0,1.0,2.0,-0.682,-4.089,1.41
12.5,17.5,2.0,1.0,2.0,0.147,0.294,1.8
12.5,22.5,5.0,2.0,4.0,0.039,0.194,2.24
12.5,27.5,1.0,0.0,0.0,-0.695,-0.695,2.69
12.5,32.5,0.0,0.0,0.0,-0.666,0.0,3.16
12.5,37.5,0.0,0.0,0.0,-0.625,0.0,3.64
12.5,42.5,0.0,0.0,0.0,-0.626,0.0,4.12
12.5,47.5,1.0,0.0,0.0,-0.481,-0.481,4.61
12.5,52.5,0.0,0.0,0.0,-0.664,0.0,5.1
12.5,57.5,0.0,0.0,0.0,-0.653,0.0,5.59
12.5,62.5,0.0,0.0,0.0,-0.963,0.0,6.08
12.5,67.5,0.0,0.0,0.0,-0.982,0.0,6.58
12.5,72.5,1.0,0.0,0.0,-0.774,-0.774,7.07
17.5,-72.5,1.0,1.0,3.0,2.023,2.023,7.65
17.5,-67.5,1.0,0.0,0.0,-1.134,-1.134,7.16
17.5,-62.5,0.0,0.0,0.0,-0.835,0.0,6.67
17.5,-57.5,1.0,1.0,2.0,1.129,1.129,6.18
17.5,-52.5,2.0,0.0,0.0,-0.615,-1.231,5.7
17.5,-47.5,0.0,0.0,0.0,-0.451,0.0,5.22
17.5,-42.5,0.0,0.0,0.0,-0.712,0.0,4.74
17.5,-37.5,1.0,0.0,0.0,-0.636,-0.636,4.27
17.5,-32.5,4.0,2.0,4.0,0.374,1.497,3.81
17.5,-27.5,6.0,2.0,4.0,-0.049,-0.292,3.35
17.5,-22.5,1.0,1.0,2.0,1.234,1.234,2.92
17.5,-17.5,1.0,1.0,2.0,1.103,1.103,2.5
17.5,-12.5,4.0,2.0,4.0,0.027,0.109,2.12
17.5,-7.5,6.0,4.0,8.0,0.44,2.639,1.8
17.5,-2.5,5.0,3.0,6.0,0.27,1.351,1.58
17.5,2.5,6.0,1.0,2.0,-0.486,-2.918,1.5
17.5,7.5,5.0,3.0,6.0,0.369,1.847,1.58
17.5,12.5,4.0,3.0,6.0,0.523,2.093,1.8
17.5,17.5,2.0,1.0,2.0,0.363,0.726,2.12
17.5,22.5,5.0,2.0,4.0,0.095,0.473,2.5
17.5,27.5,1.0,0.0,0.0,-0.715,-0.715,2.92
17.5,32.5,0.0,0.0,0.0,-0.592,0.0,3.35
17.5,37.5,0.0,0.0,0.0,-0.628,0.0,3.81
17.5,42.5,2.0,1.0,2.0,0.329,0.658,4.27
17.5,47.5,0.0,0.0,0.0,-0.436,0.0,4.74
17.5,52.5,1.0,0.0,0.0,-0.668,-0.668,5.22
17.5,57.5,1.0,1.0,2.0,1.241,1.241,5.7
17.5,62.5,0.0,0.0,0.0,-0.813,0.0,6.18
17.5,67.5,2.0,0.0,0.0,-0.906,-1.812,6.67
17.5,72.5,1.0,1.0,3.0,2.099,2.099,7.16
22.5,-72.5,1.0,0.0,0.0,-0.937,-0.937,7.76
22.5,-67.5,2.0,1.0,3.0,0.546,1.092,7.28
22.5,-62.5,0.0,0.0,0.0,-0.821,0.0,6.8
22.5,-57.5,0.0,0.0,0.0,-0.981,0.0,6.32
22.5,-52.5,0.0,0.0,0.0,-0.723,0.0,5.85
22.5,-47.5,1.0,1.0,2.0,1.384,1.384,5.39
22.5,-42.5,3.0,2.0,4.0,0.623,1.87,4.92
22.5,-37.5,1.0,0.0,0.0,-0.638,-0.638,4.47
22.5,-32.5,3.0,1.0,2.0,0.071,0.214,4.03
22.5,-27.5,2.0,0.0,0.0,-0.693,-1.385,3.61
22.5,-22.5,6.0,2.0,4.0,-0.087,-0.52,3.2
22.5,-17.5,5.0,2.0,4.0,-0.05,-0.251,2.83
22.5,-12.5,4.0,3.0,6.0,0.588,2.351,2.5
22.5,-7.5,3.0,1.0,2.0,-0.001,-0.003,2.24
22.5,-2.5,3.0,1.0,2.0,-0.034,-0.101,2.06
22.5,2.5,5.0,3.0,6.0,0.41,2.048,2.0
22.5,7.5,5.0,3.0,6.0,0.334,1.67,2.06
22.5,12.5,5.0,5.0,10.0,1.149,5.745,2.24
22.5,17.5,5.0,1.0,2.0,-0.521,-2.605,2.5
22.5,22.5,2.0,0.0,0.0,-0.675,-1.35,2.83
22.5,27.5,0.0,0.0,0.0,-0.575,0.0,3.2
22.5,32.5,1.0,1.0,2.0,1.377,1.377,3.61
22.5,37.5,1.0,0.0,0.0,-0.564,-0.564,4.03
22.5,42.5,1.0,1.0,2.0,1.366,1.366,4.47
22.5,47.5,2.0,0.0,0.0,-0.514,-1.029,4.92
22.5,52.5,0.0,0.0,0.0,-0.687,0.0,5.39
22.5,57.5,0.0,0.0,0.0,-0.771,0.0,5.85
22.5,62.5,0.0,0.0,0.0,-0.864,0.0,6.32
22.5,67.5,2.0,1.0,3.0,0.536,1.072,6.8
22.5,72.5,0.0,0.0,0.0,-1.283,0.0,7.28
27.5,-72.5,0.0,0.0,0.0,-0.78,0.0,7.91
27.5,-67.5,2.0,1.0,3.0,0.175,0.35,7.43
27.5,-62.5,0.0,0.0,0.0,-1.202,0.0,6.96
27.5,-57.5,0.0,0.0,0.0,-1.055,0.0,6.5
27.5,-52.5,0.0,0.0,0.0,-0.799,0.0,6.04
27.5,-47.5,0.0,0.0,0.0,-0.663,0.0,5.59
27.5,-42.5,2.0,0.0,0.0,-0.58,-1.159,5.15
27.5,-37.5,0.0,0.0,0.0,-0.646,0.0,4.72
27.5,-32.5,3.0,0.0,0.0,-0.713,-2.139,4.3
27.5,-27.5,0.0,0.0,0.0,-0.716,0.0,3.91
27.5,-22.5,0.0,0.0,0.0,-0.756,0.0,3.54
27.5,-17.5,4.0,4.0,8.0,1.153,4.611,3.2
27.5,-12.5,4.0,2.0,4.0,0.23,0.921,2.92
27.5,-7.5,1.0,0.0,0.0,-0.77,-0.77,2.69
27.5,-2.5,4.0,1.0,2.0,-0.226,-0.903,2.55
27.5,2.5,3.0,1.0,2.0,-0.065,-0.195,2.5
27.5,7.5,2.0,0.0,0.0,-0.72,-1.44,2.55
27.5,12.5,0.0,0.0,0.0,-0.756,0.0,2.69
27.5,17.5,5.0,1.0,2.0,-0.255,-1.276,2.92
27.5,22.5,1.0,0.0,0.0,-0.65,-0.65,3.2
27.5,27.5,1.0,0.0,0.0,-0.588,-0.588,3.54
27.5,32.5,0.0,0.0,0.0,-0.684,0.0,3.91
27.5,37.5,1.0,0.0,0.0,-0.545,-0.545,4.3
27.5,42.5,1.0,0.0,0.0,-0.606,-0.606,4.72
27.5,47.5,0.0,0.0,0.0,-0.563,0.0,5.15
27.5,52.5,1.0,0.0,0.0,-0.805,-0.805,5.59
27.5,57.5,0.0,0.0,0.0,-0.819,0.0,6.04
27.5,62.5,0.0,0.0,0.0,-1.006,0.0,6.5
27.5,67.5,0.0,0.0,0.0,-0.76,0.0,6.96
27.5,72.5,0.0,0.0,0.0,-1.041,0.0,7.43
32.5,-72.5,0.0,0.0,0.0,-0.718,0.0,8.08
32.5,-67.5,6.0,2.0,6.0,-0.341,-2.043,7.62
32.5,-62.5,0.0,0.0,0.0,-0.719,0.0,7.16
32.5,-57.5,0.0,0.0,0.0,-0.87,0.0,6.71
32.5,-52.5,0.0,0.0,0.0,-0.773,0.0,6.26
32.5,-47.5,2.0,1.0,2.0,0.324,0.647,5.83
32.5,-42.5,0.0,0.0,0.0,-0.648,0.0,5.41
32.5,-37.5,0.0,0.0,0.0,-0.571,0.0,5.0
32.5,-32.5,3.0,2.0,4.0,0.822,2.467,4.61
32.5,-27.5,2.0,1.0,2.0,0.255,0.509,4.24
32.5,-22.5,0.0,0.0,0.0,-0.66,0.0,3.91
32.5,-17.5,1.0,1.0,2.0,1.254,1.254,3.61
32.5,-12.5,0.0,0.0,0.0,-0.666,0.0,3.35
32.5,-7.5,3.0,1.0,2.0,-0.077,-0.231,3.16
32.5,-2.5,6.0,3.0,6.0,0.296,1.776,3.04
32.5,2.5,5.0,0.0,0.0,-0.589,-2.944,3.0
32.5,7.5,2.0,1.0,2.0,0.356,0.712,3.04
32.5,12.5,1.0,1.0,2.0,1.251,1.251,3.16
32.5,17.5,1.0,1.0,2.0,1.331,1.331,3.35
32.5,22.5,2.0,1.0,2.0,0.358,0.715,3.61
32.5,27.5,2.0,1.0,2.0,0.33,0.661,3.91
32.5,32.5,1.0,0.0,0.0,-0.606,-0.606,4.24
32.5,37.5,2.0,2.0,4.0,1.167,2.333,4.61
32.5,42.5,1.0,0.0,0.0,-0.756,-0.756,5.0
32.5,47.5,1.0,0.0,0.0,-0.803,-0.803,5.41
32.5,52.5,0.0,0.0,0.0,-0.822,0.0,5.83
32.5,57.5,0.0,0.0,0.0,-0.842,0.0,6.26
32.5,62.5,1.0,0.0,0.0,-0.849,-0.849,6.71
32.5,67.5,4.0,2.0,6.0,0.609,2.438,7.16
32.5,72.5,0.0,0.0,0.0,-0.882,0.0,7.62
37.5,-72.5,0.0,0.0,0.0,-0.65,0.0,8.28
37.5,-67.5,2.0,1.0,3.0,0.266,0.532,7.83
37.5,-62.5,2.0,1.0,3.0,0.454,0.908,7.38
37.5,-57.5,0.0,0.0,0.0,-1.067,0.0,6.95
37.5,-52.5,2.0,1.0,2.0,0.185,0.37,6.52
37.5,-47.5,2.0,0.0,0.0,-0.655,-1.311,6.1
37.5,-42.5,1.0,0.0,0.0,-0.744,-0.744,5.7
37.5,-37.5,1.0,0.0,0.0,-0.663,-0.663,5.32
37.5,-32.5,1.0,1.0,2.0,1.226,1.226,4.95
37.5,-27.5,0.0,0.0,0.0,-0.714,0.0,4.61
37.5,-22.5,1.0,0.0,0.0,-0.636,-0.636,4.3
37.5,-17.5,0.0,0.0,0.0,-0.706,0.0,4.03
37.5,-12.5,0.0,0.0,0.0,-0.686,0.0,3.81
37.5,-7.5,0.0,0.0,0.0,-0.705,0.0,3.64
37.5,-2.5,1.0,0.0,0.0,-0.745,-0.745,3.54
37.5,2.5,2.0,0.0,0.0,-0.696,-1.392,3.5
37.5,7.5,2.0,0.0,0.0,-0.669,-1.339,3.54
37.5,12.5,2.0,1.0,2.0,0.397,0.793,3.64
37.5,17.5,2.0,0.0,0.0,-0.741,-1.483,3.81
37.5,22.5,2.0,0.0,0.0,-0.654,-1.308,4.03
37.5,27.5,0.0,0.0,0.0,-0.68,0.0,4.3
37.5,32.5,0.0,0.0,0.0,-0.599,0.0,4.61
37.5,37.5,1.0,0.0,0.0,-0.621,-0.621,4.95
37.5,42.5,1.0,0.0,0.0,-0.684,-0.684,5.32
37.5,47.5,0.0,0.0,0.0,-1.05,0.0,5.7
37.5,52.5,0.0,0.0,0.0,-0.945,0.0,6.1
37.5,57.5,0.0,0.0,0.0,-0.739,0.0,6.52
37.5,62.5,2.0,1.0,3.0,0.479,0.958,6.95
37.5,67.5,3.0,2.0,6.0,1.027,3.081,7.38
37.5,72.5,0.0,0.0,0.0,-0.645,0.0,7.83
42.5,-72.5,0.0,0.0,0.0,-0.596,0.0,8.5
42.5,-67.5,0.0,0.0,0.0,-0.898,0.0,8.06
42.5,-62.5,2.0,0.0,0.0,-1.086,-2.173,7.63
42.5,-57.5,2.0,0.0,0.0,-0.669,-1.338,7.21
42.5,-52.5,0.0,0.0,0.0,-0.701,0.0,6.8
42.5,-47.5,0.0,0.0,0.0,-0.68,0.0,6.4
42.5,-42.5,0.0,0.0,0.0,-0.786,0.0,6.02
42.5,-37.5,1.0,0.0,0.0,-0.69,-0.69,5.66
42.5,-32.5,0.0,0.0,0.0,-0.67,0.0,5.32
42.5,-27.5,1.0,0.0,0.0,-0.457,-0.457,5.0
42.5,-22.5,1.0,1.0,2.0,1.403,1.403,4.72
42.5,-17.5,0.0,0.0,0.0,-0.63,0.0,4.47
42.5,-12.5,1.0,1.0,2.0,1.23,1.23,4.27
42.5,-7.5,0.0,0.0,0.0,-0.748,0.0,4.12
42.5,-2.5,4.0,2.0,4.0,0.206,0.823,4.03
42.5,2.5,2.0,0.0,0.0,-0.688,-1.377,4.0
42.5,7.5,0.0,0.0,0.0,-0.667,0.0,4.03
42.5,12.5,0.0,0.0,0.0,-0.744,0.0,4.12
42.5,17.5,1.0,0.0,0.0,-0.539,-0.539,4.27
42.5,22.5,0.0,0.0,0.0,-0.787,0.0,4.47
42.5,27.5,0.0,0.0,0.0,-0.653,0.0,4.72
42.5,32.5,1.0,1.0,2.0,1.294,1.294,5.0
42.5,37.5,0.0,0.0,0.0,-0.759,0.0,5.32
42.5,42.5,1.0,0.0,0.0,-0.892,-0.892,5.66
42.5,47.5,0.0,0.0,0.0,-0.999,0.0,6.02
42.5,52.5,1.0,0.0,0.0,-0.84,-0.84,6.4
42.5,57.5,2.0,1.0,3.0,0.536,1.073,6.8
42.5,62.5,6.0,4.0,12.0,1.132,6.793,7.21
42.5,67.5,1.0,0.0,0.0,-0.661,-0.661,7.63
42.5,72.5,0.0,0.0,0.0,-0.941,0.0,8.06
47.5,-72.5,0.0,0.0,0.0,-0.674,0.0,8.75
47.5,-67.5,2.0,1.0,3.0,0.466,0.931,8.32
47.5,-62.5,4.0,0.0,0.0,-0.829,-3.317,7.91
47.5,-57.5,3.0,1.0,3.0,0.242,0.727,7.5
47.5,-52.5,4.0,1.0,3.0,-0.015,-0.061,7.11
47.5,-47.5,0.0,0.0,0.0,-0.758,0.0,6.73
47.5,-42.5,1.0,0.0,0.0,-0.836,-0.836,6.36
47.5,-37.5,1.0,0.0,0.0,-0.774,-0.774,6.02
47.5,-32.5,1.0,1.0,2.0,1.337,1.337,5.7
47.5,-27.5,0.0,0.0,0.0,-0.603,0.0,5.41
47.5,-22.5,1.0,0.0,0.0,-0.616,-0.616,5.15
47.5,-17.5,0.0,0.0,0.0,-0.695,0.0,4.92
47.5,-12.5,0.0,0.0,0.0,-0.758,0.0,4.74
47.5,-7.5,1.0,0.0,0.0,-0.775,-0.775,4.61
47.5,-2.5,2.0,1.0,2.0,0.053,0.105,4.53
47.5,2.5,2.0,2.0,4.0,1.267,2.534,4.5
47.5,7.5,2.0,1.0,2.0,0.217,0.434,4.53
47.5,12.5,0.0,0.0,0.0,-0.559,0.0,4.61
47.5,17.5,1.0,0.0,0.0,-0.542,-0.542,4.74
47.5,22.5,1.0,0.0,0.0,-0.537,-0.537,4.92
47.5,27.5,0.0,0.0,0.0,-0.704,0.0,5.15
47.5,32.5,0.0,0.0,0.0,-0.676,0.0,5.41
47.5,37.5,0.0,0.0,0.0,-0.788,0.0,5.7
47.5,42.5,2.0,2.0,4.0,1.092,2.184,6.02
47.5,47.5,0.0,0.0,0.0,-0.811,0.0,6.36
47.5,52.5,0.0,0.0,0.0,-1.235,0.0,6.73
47.5,57.5,3.0,0.0,0.0,-1.193,-3.579,7.11
47.5,62.5,3.0,0.0,0.0,-0.903,-2.708,7.5
47.5,67.5,4.0,1.0,3.0,0.061,0.244,7.91
47.5,72.5,0.0,0.0,0.0,-0.682,0.0,8.32
52.5,-72.5,0.0,0.0,0.0,-0.697,0.0,9.01
52.5,-67.5,0.0,0.0,0.0,-0.931,0.0,8.6
52.5,-62.5,1.0,0.0,0.0,-0.774,-0.774,8.2
52.5,-57.5,7.0,1.0,3.0,-0.3,-2.098,7.81
52.5,-52.5,2.0,0.0,0.0,-1.009,-2.018,7.43
52.5,-47.5,1.0,0.0,0.0,-0.81,-0.81,7.07
52.5,-42.5,0.0,0.0,0.0,-0.903,0.0,6.73
52.5,-37.5,0.0,0.0,0.0,-0.864,0.0,6.4
52.5,-32.5,0.0,0.0,0.0,-0.846,0.0,6.1
52.5,-27.5,1.0,0.0,0.0,-0.771,-0.771,5.83
52.5,-22.5,0.0,0.0,0.0,-0.706,0.0,5.59
52.5,-17.5,0.0,0.0,0.0,-0.709,0.0,5.39
52.5,-12.5,0.0,0.0,0.0,-0.746,0.0,5.22
52.5,-7.5,2.0,1.0,2.0,0.256,0.513,5.1
52.5,-2.5,0.0,0.0,0.0,-0.878,0.0,5.02
52.5,2.5,0.0,0.0,0.0,-0.637,0.0,5.0
52.5,7.5,0.0,0.0,0.0,-0.845,0.0,5.02
52.5,12.5,0.0,0.0,0.0,-0.722,0.0,5.1
52.5,17.5,0.0,0.0,0.0,-0.735,0.0,5.22
52.5,22.5,1.0,0.0,0.0,-0.688,-0.688,5.39
52.5,27.5,0.0,0.0,0.0,-0.795,0.0,5.59
52.5,32.5,0.0,0.0,0.0,-0.84,0.0,5.83
52.5,37.5,0.0,0.0,0.0,-0.836,0.0,6.1
