y,x,opp_fga,opp_fg,opp_pts,opp_ssce,opp_prla,dist
-2.5,-62.5,0.0,0.0,0.0,-0.85,0.0,6.52
-2.5,-57.5,0.0,0.0,0.0,-0.83,0.0,6.02
-2.5,-52.5,0.0,0.0,0.0,-0.695,0.0,5.52
-2.5,-47.5,0.0,0.0,0.0,-0.626,0.0,5.02
-2.5,-42.5,0.0,0.0,0.0,-0.728,0.0,4.53
-2.5,-37.5,0.0,0.0,0.0,-0.559,0.0,4.03
-2.5,-32.5,0.0,0.0,0.0,-0.624,0.0,3.54
-2.5,-27.5,1.0,0.0,0.0,-0.685,-0.685,3.04
-2.5,-22.5,2.0,1.0,2.0,0.41,0.821,2.55
-2.5,-17.5,0.0,0.0,0.0,-0.86,0.0,2.06
-2.5,-12.5,2.0,1.0,2.0,0.071,0.141,1.58
-2.5,-7.5,2.0,0.0,0.0,-1.122,-2.245,1.12
-2.5,-2.5,9.0,8.0,16.0,0.486,4.373,0.71
-2.5,2.5,4.0,1.0,2.0,-0.535,-2.141,0.5
-2.5,7.5,3.0,3.0,6.0,0.835,2.506,0.71
-2.5,12.5,2.0,0.0,0.0,-0.949,-1.898,1.12
-2.5,17.5,1.0,0.0,0.0,-0.947,-0.947,1.58
-2.5,22.5,0.0,0.0,0.0,-0.74,0.0,2.06
-2.5,27.5,0.0,0.0,0.0,-0.683,0.0,2.55
-2.5,32.5,0.0,0.0,0.0,-0.611,0.0,3.04
-2.5,37.5,0.0,0.0,0.0,-0.599,0.0,3.54
-2.5,42.5,0.0,0.0,0.0,-0.588,0.0,4.03
-2.5,47.5,0.0,0.0,0.0,-0.567,0.0,4.53
-2.5,52.5,0.0,0.0,0.0,-0.632,0.0,5.02
-2.5,57.5,0.0,0.0,0.0,-0.776,0.0,5.52
-2.5,62.5,0.0,0.0,0.0,-0.912,0.0,6.02
-2.5,67.5,4.0,1.0,3.0,-0.144,-0.576,6.52
-2.5,72.5,8.0,2.0,6.0,-0.125,-0.999,7.02
2.5,-72.5,2.0,1.0,3.0,0.622,1.243,7.5
2.5,-67.5,7.0,1.0,3.0,-0.569,-3.98,7.0
2.5,-62.5,0.0,0.0,0.0,-0.883,0.0,6.5
2.5,-57.5,0.0,0.0,0.0,-0.81,0.0,6.0
2.5,-52.5,0.0,0.0,0.0,-0.609,0.0,5.5
2.5,-47.5,2.0,1.0,2.0,0.277,0.554,5.0
2.5,-42.5,0.0,0.0,0.0,-0.71,0.0,4.5
2.5,-37.5,1.0,0.0,0.0,-0.586,-0.586,4.0
2.5,-32.5,1.0,0.0,0.0,-0.657,-0.657,3.5
2.5,-27.5,1.0,1.0,2.0,1.312,1.312,3.0
2.5,-22.5,3.0,2.0,4.0,0.481,1.442,2.5
2.5,-17.5,7.0,1.0,2.0,-0.583,-4.083,2.0
2.5,-12.5,8.0,3.0,6.0,-0.127,-1.015,1.5
2.5,-7.5,42.0,26.0,52.0,-0.044,-1.834,1.0
2.5,-2.5,36.0,30.0,60.0,0.332,11.949,0.5
2.5,2.5,36.0,29.0,58.0,0.249,8.947,0.0
2.5,7.5,43.0,30.0,60.0,0.089,3.848,0.5
2.5,12.5,10.0,5.0,10.0,-0.088,-0.877,1.0
2.5,17.5,6.0,1.0,2.0,-0.59,-3.541,1.5
2.5,22.5,0.0,0.0,0.0,-0.668,0.0,2.0
2.5,27.5,4.0,0.0,0.0,-0.731,-2.925,2.5
2.5,32.5,2.0,2.0,4.0,1.295,2.589,3.0
2.5,37.5,0.0,0.0,0.0,-0.599,0.0,3.5
2.5,42.5,1.0,0.0,0.0,-0.567,-0.567,4.0
2.5,47.5,2.0,1.0,2.0,0.458,0.917,4.5
2.5,52.5,0.0,0.0,0.0,-0.709,0.0,5.0
2.5,57.5,0.0,0.0,0.0,-0.801,0.0,5.5
2.5,62.5,0.0,0.0,0.0,-0.83,0.0,6.0
2.5,67.5,2.0,0.0,0.0,-0.6,-1.201,6.5
2.5,72.5,5.0,3.0,9.0,0.513,2.565,7.0
7.5,-72.5,0.0,0.0,0.0,-0.855,0.0,7.52
7.5,-67.5,2.0,0.0,0.0,-0.575,-1.151,7.02
7.5,-62.5,0.0,0.0,0.0,-0.868,0.0,6.52
7.5,-57.5,0.0,0.0,0.0,-0.781,0.0,6.02
7.5,-52.5,0.0,0.0,0.0,-0.624,0.0,5.52
7.5,-47.5,2.0,0.0,0.0,-0.475,-0.95,5.02
7.5,-42.5,3.0,2.0,4.0,0.757,2.272,4.53
7.5,-37.5,0.0,0.0,0.0,-0.557,0.0,4.03
7.5,-32.5,1.0,0.0,0.0,-0.584,-0.584,3.54
7.5,-27.5,5.0,1.0,2.0,-0.265,-1.323,3.04
7.5,-22.5,2.0,0.0,0.0,-0.622,-1.244,2.55
7.5,-17.5,9.0,3.0,6.0,-0.241,-2.168,2.06
7.5,-12.5,11.0,4.0,8.0,-0.212,-2.334,1.58
7.5,-7.5,25.0,15.0,30.0,0.174,4.346,1.12
7.5,-2.5,20.0,10.0,20.0,-0.025,-0.501,0.71
7.5,2.5,26.0,12.0,24.0,-0.154,-4.004,0.5
7.5,7.5,26.0,11.0,22.0,-0.105,-2.725,0.71
7.5,12.5,11.0,4.0,8.0,-0.132,-1.448,1.12
7.5,17.5,4.0,1.0,2.0,-0.365,-1.46,1.58
7.5,22.5,4.0,1.0,2.0,-0.37,-1.481,2.06
7.5,27.5,3.0,2.0,4.0,0.661,1.983,2.55
7.5,32.5,0.0,0.0,0.0,-0.577,0.0,3.04
7.5,37.5,1.0,1.0,2.0,1.403,1.403,3.54
7.5,42.5,3.0,1.0,2.0,-0.102,-0.305,4.03
7.5,47.5,0.0,0.0,0.0,-0.674,0.0,4.53
7.5,52.5,0.0,0.0,0.0,-0.602,0.0,5.02
7.5,57.5,0.0,0.0,0.0,-0.738,0.0,5.52
7.5,62.5,1.0,0.0,0.0,-0.886,-0.886,6.02
7.5,67.5,1.0,0.0,0.0,-0.886,-0.886,6.52
7.5,72.5,3.0,0.0,0.0,-0.996,-2.988,7.02
12.5,-72.5,0.0,0.0,0.0,-0.831,0.0,7.57
12.5,-67.5,1.0,1.0,3.0,2.041,2.041,7.07
12.5,-62.5,0.0,0.0,0.0,-0.857,0.0,6.58
12.5,-57.5,0.0,0.0,0.0,-0.775,0.0,6.08
12.5,-52.5,1.0,1.0,2.0,1.288,1.288,5.59
12.5,-47.5,0.0,0.0,0.0,-0.642,0.0,5.1
12.5,-42.5,1.0,0.0,0.0,-0.519,-0.519,4.61
12.5,-37.5,0.0,0.0,0.0,-0.548,0.0,4.12
12.5,-32.5,5.0,3.0,6.0,0.554,2.77,3.64
12.5,-27.5,2.0,0.0,0.0,-0.696,-1.392,3.16
12.5,-22.5,7.0,2.0,4.0,-0.288,-2.013,2.69
12.5,-17.5,5.0,4.0,8.0,0.661,3.305,2.24
12.5,-12.5,11.0,5.0,10.0,-0.015,-0.16,1.8
12.5,-7.5,11.0,8.0,16.0,0.47,5.171,1.41
12.5,-2.5,11.0,7.0,14.0,0.273,3.008,1.12
12.5,2.5,14.0,6.0,12.0,-0.055,-0.776,1.0
12.5,7.5,16.0,10.0,20.0,0.155,2.483,1.12
12.5,12.5,6.0,5.0,10.0,0.652,3.911,1.41
12.5,17.5,8.0,1.0,2.0,-0.603,-4.826,1.8
12.5,22.5,5.0,1.0,2.0,-0.361,-1.806,2.24
12.5,27.5,0.0,0.0,0.0,-0.695,0.0,2.69
12.5,32.5,2.0,1.0,2.0,0.334,0.667,3.16
12.5,37.5,2.0,1.0,2.0,0.375,0.751,3.64
12.5,42.5,2.0,1.0,2.0,0.374,0.749,4.12
12.5,47.5,0.0,0.0,0.0,-0.481,0.0,4.61
12.5,52.5,0.0,0.0,0.0,-0.664,0.0,5.1
12.5,57.5,0.0,0.0,0.0,-0.653,0.0,5.59
12.5,62.5,0.0,0.0,0.0,-0.963,0.0,6.08
12.5,67.5,0.0,0.0,0.0,-0.982,0.0,6.58
12.5,72.5,1.0,0.0,0.0,-0.774,-0.774,7.07
17.5,-72.5,0.0,0.0,0.0,-0.977,0.0,7.65
17.5,-67.5,1.0,1.0,3.0,1.866,1.866,7.16
17.5,-62.5,0.0,0.0,0.0,-0.835,0.0,6.67
17.5,-57.5,0.0,0.0,0.0,-0.871,0.0,6.18
17.5,-52.5,2.0,0.0,0.0,-0.615,-1.231,5.7
17.5,-47.5,1.0,0.0,0.0,-0.451,-0.451,5.22
17.5,-42.5,1.0,0.0,0.0,-0.712,-0.712,4.74
17.5,-37.5,0.0,0.0,0.0,-0.636,0.0,4.27
17.5,-32.5,3.0,2.0,4.0,0.708,2.123,3.81
17.5,-27.5,4.0,3.0,6.0,0.785,3.138,3.35
17.5,-22.5,2.0,1.0,2.0,0.234,0.468,2.92
17.5,-17.5,1.0,0.0,0.0,-0.897,-0.897,2.5
17.5,-12.5,4.0,4.0,8.0,1.027,4.109,2.12
17.5,-7.5,4.0,2.0,4.0,0.107,0.426,1.8
17.5,-2.5,10.0,5.0,10.0,0.07,0.701,1.58
17.5,2.5,10.0,4.0,8.0,-0.02,-0.197,1.5
17.5,7.5,6.0,0.0,0.0,-0.831,-4.983,1.58
17.5,12.5,2.0,1.0,2.0,0.023,0.047,1.8
17.5,17.5,2.0,1.0,2.0,0.363,0.726,2.12
17.5,22.5,1.0,0.0,0.0,-0.705,-0.705,2.5
17.5,27.5,1.0,1.0,2.0,1.285,1.285,2.92
17.5,32.5,0.0,0.0,0.0,-0.592,0.0,3.35
17.5,37.5,0.0,0.0,0.0,-0.628,0.0,3.81
17.5,42.5,2.0,1.0,2.0,0.329,0.658,4.27
17.5,47.5,0.0,0.0,0.0,-0.436,0.0,4.74
17.5,52.5,0.0,0.0,0.0,-0.668,0.0,5.22
17.5,57.5,0.0,0.0,0.0,-0.759,0.0,5.7
17.5,62.5,0.0,0.0,0.0,-0.813,0.0,6.18
17.5,67.5,1.0,0.0,0.0,-0.906,-0.906,6.67
17.5,72.5,0.0,0.0,0.0,-0.901,0.0,7.16
22.5,-72.5,0.0,0.0,0.0,-0.937,0.0,7.76
22.5,-67.5,2.0,0.0,0.0,-0.954,-1.908,7.28
22.5,-62.5,0.0,0.0,0.0,-0.821,0.0,6.8
22.5,-57.5,0.0,0.0,0.0,-0.981,0.0,6.32
22.5,-52.5,0.0,0.0,0.0,-0.723,0.0,5.85
22.5,-47.5,0.0,0.0,0.0,-0.616,0.0,5.39
22.5,-42.5,2.0,2.0,4.0,1.29,2.58,4.92
22.5,-37.5,0.0,0.0,0.0,-0.638,0.0,4.47
22.5,-32.5,0.0,0.0,0.0,-0.595,0.0,4.03
22.5,-27.5,1.0,0.0,0.0,-0.693,-0.693,3.61
22.5,-22.5,3.0,1.0,2.0,-0.087,-0.26,3.2
22.5,-17.5,0.0,0.0,0.0,-0.85,0.0,2.83
22.5,-12.5,2.0,0.0,0.0,-0.912,-1.824,2.5
22.5,-7.5,2.0,0.0,0.0,-0.668,-1.335,2.24
22.5,-2.5,5.0,1.0,2.0,-0.3,-1.501,2.06
22.5,2.5,7.0,3.0,6.0,0.067,0.467,2.0
22.5,7.5,1.0,1.0,2.0,1.134,1.134,2.06
22.5,12.5,2.0,1.0,2.0,0.149,0.298,2.24
22.5,17.5,1.0,1.0,2.0,1.079,1.079,2.5
22.5,22.5,1.0,0.0,0.0,-0.675,-0.675,2.83
22.5,27.5,2.0,1.0,2.0,0.425,0.849,3.2
22.5,32.5,5.0,1.0,2.0,-0.223,-1.116,3.61
22.5,37.5,1.0,0.0,0.0,-0.564,-0.564,4.03
22.5,42.5,2.0,1.0,2.0,0.366,0.732,4.47
22.5,47.5,0.0,0.0,0.0,-0.514,0.0,4.92
22.5,52.5,1.0,0.0,0.0,-0.687,-0.687,5.39
22.5,57.5,0.0,0.0,0.0,-0.771,0.0,5.85
22.5,62.5,0.0,0.0,0.0,-0.864,0.0,6.32
22.5,67.5,1.0,1.0,3.0,2.036,2.036,6.8
22.5,72.5,2.0,1.0,3.0,0.217,0.434,7.28
27.5,-72.5,0.0,0.0,0.0,-0.78,0.0,7.91
27.5,-67.5,3.0,2.0,6.0,0.675,2.024,7.43
27.5,-62.5,0.0,0.0,0.0,-1.202,0.0,6.96
27.5,-57.5,0.0,0.0,0.0,-1.055,0.0,6.5
27.5,-52.5,0.0,0.0,0.0,-0.799,0.0,6.04
27.5,-47.5,1.0,1.0,2.0,1.337,1.337,5.59
27.5,-42.5,0.0,0.0,0.0,-0.58,0.0,5.15
27.5,-37.5,1.0,0.0,0.0,-0.646,-0.646,4.72
27.5,-32.5,1.0,0.0,0.0,-0.713,-0.713,4.3
27.5,-27.5,1.0,0.0,0.0,-0.716,-0.716,3.91
27.5,-22.5,0.0,0.0,0.0,-0.756,0.0,3.54
27.5,-17.5,0.0,0.0,0.0,-0.847,0.0,3.2
27.5,-12.5,1.0,0.0,0.0,-0.77,-0.77,2.92
27.5,-7.5,4.0,2.0,4.0,0.23,0.92,2.69
27.5,-2.5,0.0,0.0,0.0,-0.726,0.0,2.55
27.5,2.5,4.0,4.0,8.0,1.268,5.073,2.5
27.5,7.5,0.0,0.0,0.0,-0.72,0.0,2.55
27.5,12.5,3.0,2.0,4.0,0.577,1.732,2.69
27.5,17.5,4.0,1.0,2.0,-0.155,-0.62,2.92
27.5,22.5,2.0,0.0,0.0,-0.65,-1.3,3.2
27.5,27.5,0.0,0.0,0.0,-0.588,0.0,3.54
27.5,32.5,1.0,0.0,0.0,-0.684,-0.684,3.91
27.5,37.5,2.0,0.0,0.0,-0.545,-1.09,4.3
27.5,42.5,1.0,1.0,2.0,1.394,1.394,4.72
27.5,47.5,1.0,0.0,0.0,-0.563,-0.563,5.15
27.5,52.5,1.0,0.0,0.0,-0.805,-0.805,5.59
27.5,57.5,0.0,0.0,0.0,-0.819,0.0,6.04
27.5,62.5,0.0,0.0,0.0,-1.006,0.0,6.5
27.5,67.5,1.0,0.0,0.0,-0.76,-0.76,6.96
27.5,72.5,0.0,0.0,0.0,-1.041,0.0,7.43
32.5,-72.5,1.0,0.0,0.0,-0.718,-0.718,8.08
32.5,-67.5,1.0,1.0,3.0,1.659,1.659,7.62
32.5,-62.5,3.0,1.0,3.0,0.281,0.842,7.16
32.5,-57.5,0.0,0.0,0.0,-0.87,0.0,6.71
32.5,-52.5,0.0,0.0,0.0,-0.773,0.0,6.26
32.5,-47.5,0.0,0.0,0.0,-0.676,0.0,5.83
32.5,-42.5,2.0,1.0,2.0,0.352,0.705,5.41
32.5,-37.5,0.0,0.0,0.0,-0.571,0.0,5.0
32.5,-32.5,0.0,0.0,0.0,-0.511,0.0,4.61
32.5,-27.5,1.0,1.0,2.0,1.255,1.255,4.24
32.5,-22.5,2.0,2.0,4.0,1.34,2.68,3.91
32.5,-17.5,0.0,0.0,0.0,-0.746,0.0,3.61
32.5,-12.5,0.0,0.0,0.0,-0.666,0.0,3.35
32.5,-7.5,1.0,1.0,2.0,1.256,1.256,3.16
32.5,-2.5,1.0,0.0,0.0,-0.704,-0.704,3.04
32.5,2.5,2.0,0.0,0.0,-0.589,-1.178,3.0
32.5,7.5,1.0,0.0,0.0,-0.644,-0.644,3.04
32.5,12.5,0.0,0.0,0.0,-0.749,0.0,3.16
32.5,17.5,2.0,0.0,0.0,-0.669,-1.338,3.35
32.5,22.5,1.0,1.0,2.0,1.358,1.358,3.61
32.5,27.5,0.0,0.0,0.0,-0.67,0.0,3.91
32.5,32.5,0.0,0.0,0.0,-0.606,0.0,4.24
32.5,37.5,0.0,0.0,0.0,-0.833,0.0,4.61
32.5,42.5,0.0,0.0,0.0,-0.756,0.0,5.0
32.5,47.5,0.0,0.0,0.0,-0.803,0.0,5.41
32.5,52.5,0.0,0.0,0.0,-0.822,0.0,5.83
32.5,57.5,0.0,0.0,0.0,-0.842,0.0,6.26
32.5,62.5,0.0,0.0,0.0,-0.849,0.0,6.71
32.5,67.5,3.0,2.0,6.0,1.109,3.328,7.16
32.5,72.5,2.0,0.0,0.0,-0.882,-1.764,7.62
37.5,-72.5,0.0,0.0,0.0,-0.65,0.0,8.28
37.5,-67.5,0.0,0.0,0.0,-1.234,0.0,7.83
37.5,-62.5,2.0,1.0,3.0,0.454,0.908,7.38
37.5,-57.5,1.0,1.0,3.0,1.933,1.933,6.95
37.5,-52.5,1.0,1.0,2.0,1.185,1.185,6.52
37.5,-47.5,0.0,0.0,0.0,-0.655,0.0,6.1
37.5,-42.5,1.0,0.0,0.0,-0.744,-0.744,5.7
37.5,-37.5,1.0,1.0,2.0,1.337,1.337,5.32
37.5,-32.5,2.0,1.0,2.0,0.226,0.452,4.95
37.5,-27.5,0.0,0.0,0.0,-0.714,0.0,4.61
37.5,-22.5,0.0,0.0,0.0,-0.636,0.0,4.3
37.5,-17.5,0.0,0.0,0.0,-0.706,0.0,4.03
37.5,-12.5,1.0,0.0,0.0,-0.686,-0.686,3.81
37.5,-7.5,0.0,0.0,0.0,-0.705,0.0,3.64
37.5,-2.5,3.0,1.0,2.0,-0.078,-0.235,3.54
37.5,2.5,0.0,0.0,0.0,-0.696,0.0,3.5
37.5,7.5,0.0,0.0,0.0,-0.669,0.0,3.54
37.5,12.5,0.0,0.0,0.0,-0.603,0.0,3.64
37.5,17.5,2.0,0.0,0.0,-0.741,-1.483,3.81
37.5,22.5,1.0,1.0,2.0,1.346,1.346,4.03
37.5,27.5,0.0,0.0,0.0,-0.68,0.0,4.3
37.5,32.5,1.0,1.0,2.0,1.401,1.401,4.61
37.5,37.5,0.0,0.0,0.0,-0.621,0.0,4.95
37.5,42.5,2.0,1.0,2.0,0.316,0.632,5.32
37.5,47.5,0.0,0.0,0.0,-1.05,0.0,5.7
37.5,52.5,0.0,0.0,0.0,-0.945,0.0,6.1
37.5,57.5,0.0,0.0,0.0,-0.739,0.0,6.52
37.5,62.5,1.0,0.0,0.0,-1.021,-1.021,6.95
37.5,67.5,1.0,0.0,0.0,-0.973,-0.973,7.38
37.5,72.5,1.0,0.0,0.0,-0.645,-0.645,7.83
42.5,-72.5,0.0,0.0,0.0,-0.596,0.0,8.5
42.5,-67.5,0.0,0.0,0.0,-0.898,0.0,8.06
42.5,-62.5,2.0,1.0,3.0,0.414,0.827,7.63
42.5,-57.5,3.0,1.0,3.0,0.331,0.993,7.21
42.5,-52.5,0.0,0.0,0.0,-0.701,0.0,6.8
42.5,-47.5,0.0,0.0,0.0,-0.68,0.0,6.4
42.5,-42.5,1.0,0.0,0.0,-0.786,-0.786,6.02
42.5,-37.5,1.0,1.0,2.0,1.31,1.31,5.66
42.5,-32.5,0.0,0.0,0.0,-0.67,0.0,5.32
42.5,-27.5,0.0,0.0,0.0,-0.457,0.0,5.0
42.5,-22.5,1.0,0.0,0.0,-0.597,-0.597,4.72
42.5,-17.5,1.0,1.0,2.0,1.37,1.37,4.47
42.5,-12.5,2.0,1.0,2.0,0.23,0.46,4.27
42.5,-7.5,2.0,1.0,2.0,0.252,0.503,4.12
42.5,-2.5,0.0,0.0,0.0,-0.794,0.0,4.03
42.5,2.5,1.0,1.0,2.0,1.312,1.312,4.0
42.5,7.5,0.0,0.0,0.0,-0.667,0.0,4.03
42.5,12.5,1.0,1.0,2.0,1.256,1.256,4.12
42.5,17.5,0.0,0.0,0.0,-0.539,0.0,4.27
42.5,22.5,0.0,0.0,0.0,-0.787,0.0,4.47
42.5,27.5,1.0,0.0,0.0,-0.653,-0.653,4.72
42.5,32.5,1.0,0.0,0.0,-0.706,-0.706,5.0
42.5,37.5,1.0,1.0,2.0,1.241,1.241,5.32
42.5,42.5,0.0,0.0,0.0,-0.892,0.0,5.66
42.5,47.5,0.0,0.0,0.0,-0.999,0.0,6.02
42.5,52.5,1.0,0.0,0.0,-0.84,-0.84,6.4
42.5,57.5,2.0,0.0,0.0,-0.964,-1.927,6.8
42.5,62.5,8.0,2.0,6.0,-0.118,-0.943,7.21
42.5,67.5,1.0,0.0,0.0,-0.661,-0.661,7.63
42.5,72.5,0.0,0.0,0.0,-0.941,0.0,8.06
47.5,-72.5,1.0,0.0,0.0,-0.674,-0.674,8.75
47.5,-67.5,2.0,1.0,3.0,0.466,0.931,8.32
47.5,-62.5,0.0,0.0,0.0,-0.829,0.0,7.91
47.5,-57.5,7.0,3.0,9.0,0.528,3.696,7.5
47.5,-52.5,6.0,1.0,3.0,-0.265,-1.591,7.11
47.5,-47.5,0.0,0.0,0.0,-0.758,0.0,6.73
47.5,-42.5,0.0,0.0,0.0,-0.836,0.0,6.36
47.5,-37.5,1.0,0.0,0.0,-0.774,-0.774,6.02
47.5,-32.5,1.0,0.0,0.0,-0.663,-0.663,5.7
47.5,-27.5,0.0,0.0,0.0,-0.603,0.0,5.41
47.5,-22.5,3.0,0.0,0.0,-0.616,-1.849,5.15
47.5,-17.5,0.0,0.0,0.0,-0.695,0.0,4.92
47.5,-12.5,0.0,0.0,0.0,-0.758,0.0,4.74
47.5,-7.5,1.0,1.0,2.0,1.225,1.225,4.61
47.5,-2.5,2.0,1.0,2.0,0.053,0.105,4.53
47.5,2.5,2.0,1.0,2.0,0.267,0.534,4.5
47.5,7.5,1.0,1.0,2.0,1.217,1.217,4.53
47.5,12.5,1.0,0.0,0.0,-0.559,-0.559,4.61
47.5,17.5,0.0,0.0,0.0,-0.542,0.0,4.74
47.5,22.5,0.0,0.0,0.0,-0.537,0.0,4.92
47.5,27.5,0.0,0.0,0.0,-0.704,0.0,5.15
47.5,32.5,0.0,0.0,0.0,-0.676,0.0,5.41
47.5,37.5,3.0,2.0,4.0,0.546,1.637,5.7
47.5,42.5,2.0,1.0,2.0,0.092,0.184,6.02
47.5,47.5,0.0,0.0,0.0,-0.811,0.0,6.36
47.5,52.5,0.0,0.0,0.0,-1.235,0.0,6.73
47.5,57.5,3.0,1.0,3.0,-0.193,-0.579,7.11
47.5,62.5,3.0,0.0,0.0,-0.903,-2.708,7.5
47.5,67.5,0.0,0.0,0.0,-0.689,0.0,7.91
47.5,72.5,0.0,0.0,0.0,-0.682,0.0,8.32
52.5,-72.5,0.0,0.0,0.0,-0.697,0.0,9.01
52.5,-67.5,0.0,0.0,0.0,-0.931,0.0,8.6
52.5,-62.5,1.0,0.0,0.0,-0.774,-0.774,8.2
52.5,-57.5,7.0,1.0,3.0,-0.3,-2.098,7.81
52.5,-52.5,4.0,1.0,3.0,-0.259,-1.036,7.43
52.5,-47.5,1.0,0.0,0.0,-0.81,-0.81,7.07
52.5,-42.5,1.0,0.0,0.0,-0.903,-0.903,6.73
52.5,-37.5,0.0,0.0,0.0,-0.864,0.0,6.4
52.5,-32.5,1.0,0.0,0.0,-0.846,-0.846,6.1
52.5,-27.5,0.0,0.0,0.0,-0.771,0.0,5.83
52.5,-22.5,1.0,0.0,0.0,-0.706,-0.706,5.59
52.5,-17.5,0.0,0.0,0.0,-0.709,0.0,5.39
52.5,-12.5,0.0,0.0,0.0,-0.746,0.0,5.22
52.5,-7.5,0.0,0.0,0.0,-0.744,0.0,5.1
52.5,-2.5,1.0,0.0,0.0,-0.878,-0.878,5.02
52.5,2.5,0.0,0.0,0.0,-0.637,0.0,5.0
52.5,7.5,0.0,0.0,0.0,-0.845,0.0,5.02
52.5,12.5,0.0,0.0,0.0,-0.722,0.0,5.1
52.5,17.5,0.0,0.0,0.0,-0.735,0.0,5.22
52.5,22.5,0.0,0.0,0.0,-0.688,0.0,5.39
52.5,27.5,0.0,0.0,0.0,-0.795,0.0,5.59
52.5,32.5,0.0,0.0,0.0,-0.84,0.0,5.83
