y,x,fga,fg,pts,ssce,prla,dist
-2.5,-62.5,0.0,0.0,0.0,-0.85,0.0,6.52
-2.5,-57.5,0.0,0.0,0.0,-0.83,0.0,6.02
-2.5,-52.5,0.0,0.0,0.0,-0.695,0.0,5.52
-2.5,-47.5,0.0,0.0,0.0,-0.626,0.0,5.02
-2.5,-42.5,1.0,1.0,2.0,1.272,1.272,4.53
-2.5,-37.5,0.0,0.0,0.0,-0.559,0.0,4.03
-2.5,-32.5,0.0,0.0,0.0,-0.624,0.0,3.54
-2.5,-27.5,0.0,0.0,0.0,-0.685,0.0,3.04
-2.5,-22.5,1.0,0.0,0.0,-0.59,-0.59,2.55
-2.5,-17.5,3.0,1.0,2.0,-0.193,-0.58,2.06
-2.5,-12.5,1.0,1.0,2.0,1.071,1.071,1.58
-2.5,-7.5,1.0,0.0,0.0,-1.122,-1.122,1.12
-2.5,-2.5,6.0,4.0,8.0,0.041,0.248,0.71
-2.5,2.5,1.0,0.0,0.0,-1.035,-1.035,0.5
-2.5,7.5,1.0,0.0,0.0,-1.165,-1.165,0.71
-2.5,12.5,1.0,1.0,2.0,1.051,1.051,1.12
-2.5,17.5,2.0,1.0,2.0,0.053,0.106,1.58
-2.5,22.5,0.0,0.0,0.0,-0.74,0.0,2.06
-2.5,27.5,0.0,0.0,0.0,-0.683,0.0,2.55
-2.5,32.5,0.0,0.0,0.0,-0.611,0.0,3.04
-2.5,37.5,2.0,0.0,0.0,-0.599,-1.198,3.54
-2.5,42.5,1.0,0.0,0.0,-0.588,-0.588,4.03
-2.5,47.5,1.0,0.0,0.0,-0.567,-0.567,4.53
-2.5,52.5,0.0,0.0,0.0,-0.632,0.0,5.02
-2.5,57.5,0.0,0.0,0.0,-0.776,0.0,5.52
-2.5,62.5,0.0,0.0,0.0,-0.912,0.0,6.02
-2.5,67.5,3.0,1.0,3.0,0.106,0.318,6.52
-2.5,72.5,14.0,2.0,6.0,-0.446,-6.249,7.02
2.5,-72.5,5.0,0.0,0.0,-0.878,-4.392,7.5
2.5,-67.5,4.0,1.0,3.0,-0.247,-0.989,7.0
2.5,-62.5,1.0,1.0,2.0,1.117,1.117,6.5
2.5,-57.5,0.0,0.0,0.0,-0.81,0.0,6.0
2.5,-52.5,1.0,1.0,2.0,1.391,1.391,5.5
2.5,-47.5,0.0,0.0,0.0,-0.723,0.0,5.0
2.5,-42.5,2.0,0.0,0.0,-0.71,-1.42,4.5
2.5,-37.5,1.0,0.0,0.0,-0.586,-0.586,4.0
2.5,-32.5,2.0,0.0,0.0,-0.657,-1.314,3.5
2.5,-27.5,1.0,0.0,0.0,-0.688,-0.688,3.0
2.5,-22.5,2.0,1.0,2.0,0.147,0.295,2.5
2.5,-17.5,5.0,1.0,2.0,-0.469,-2.345,2.0
2.5,-12.5,10.0,5.0,10.0,0.123,1.231,1.5
2.5,-7.5,49.0,36.0,72.0,0.188,9.194,1.0
2.5,-2.5,15.0,11.0,22.0,0.132,1.979,0.5
2.5,2.5,25.0,17.0,34.0,-0.003,-0.064,0.0
2.5,7.5,36.0,22.0,44.0,-0.084,-3.011,0.5
2.5,12.5,15.0,11.0,22.0,0.379,5.685,1.0
2.5,17.5,4.0,1.0,2.0,-0.423,-1.694,1.5
2.5,22.5,0.0,0.0,0.0,-0.668,0.0,2.0
2.5,27.5,4.0,2.0,4.0,0.269,1.075,2.5
2.5,32.5,0.0,0.0,0.0,-0.705,0.0,3.0
2.5,37.5,1.0,0.0,0.0,-0.599,-0.599,3.5
2.5,42.5,1.0,0.0,0.0,-0.567,-0.567,4.0
2.5,47.5,1.0,0.0,0.0,-0.542,-0.542,4.5
2.5,52.5,1.0,0.0,0.0,-0.709,-0.709,5.0
2.5,57.5,0.0,0.0,0.0,-0.801,0.0,5.5
2.5,62.5,1.0,0.0,0.0,-0.83,-0.83,6.0
2.5,67.5,4.0,0.0,0.0,-0.6,-2.402,6.5
2.5,72.5,8.0,5.0,15.0,0.588,4.704,7.0
7.5,-72.5,2.0,1.0,3.0,0.645,1.289,7.52
7.5,-67.5,3.0,0.0,0.0,-0.575,-1.726,7.02
7.5,-62.5,0.0,0.0,0.0,-0.868,0.0,6.52
7.5,-57.5,0.0,0.0,0.0,-0.781,0.0,6.02
7.5,-52.5,1.0,0.0,0.0,-0.624,-0.624,5.52
7.5,-47.5,0.0,0.0,0.0,-0.475,0.0,5.02
7.5,-42.5,2.0,0.0,0.0,-0.576,-1.152,4.53
7.5,-37.5,0.0,0.0,0.0,-0.557,0.0,4.03
7.5,-32.5,3.0,1.0,2.0,0.083,0.248,3.54
7.5,-27.5,3.0,1.0,2.0,0.002,0.006,3.04
7.5,-22.5,1.0,0.0,0.0,-0.622,-0.622,2.55
7.5,-17.5,5.0,2.0,4.0,-0.108,-0.538,2.06
7.5,-12.5,11.0,6.0,12.0,0.151,1.666,1.58
7.5,-7.5,24.0,9.0,18.0,-0.276,-6.628,1.12
7.5,-2.5,11.0,5.0,10.0,-0.116,-1.275,0.71
7.5,2.5,17.0,9.0,18.0,-0.018,-0.31,0.5
7.5,7.5,15.0,3.0,6.0,-0.551,-8.264,0.71
7.5,12.5,7.0,2.0,4.0,-0.287,-2.012,1.12
7.5,17.5,5.0,3.0,6.0,0.335,1.676,1.58
7.5,22.5,2.0,1.0,2.0,0.13,0.259,2.06
7.5,27.5,2.0,1.0,2.0,0.328,0.655,2.55
7.5,32.5,2.0,0.0,0.0,-0.577,-1.155,3.04
7.5,37.5,4.0,1.0,2.0,-0.097,-0.388,3.54
7.5,42.5,4.0,2.0,4.0,0.232,0.927,4.03
7.5,47.5,0.0,0.0,0.0,-0.674,0.0,4.53
7.5,52.5,0.0,0.0,0.0,-0.602,0.0,5.02
7.5,57.5,0.0,0.0,0.0,-0.738,0.0,5.52
7.5,62.5,1.0,0.0,0.0,-0.886,-0.886,6.02
7.5,67.5,1.0,0.0,0.0,-0.886,-0.886,6.52
7.5,72.5,2.0,0.0,0.0,-0.996,-1.992,7.02
12.5,-72.5,0.0,0.0,0.0,-0.831,0.0,7.57
12.5,-67.5,2.0,0.0,0.0,-0.959,-1.918,7.07
12.5,-62.5,0.0,0.0,0.0,-0.857,0.0,6.58
12.5,-57.5,0.0,0.0,0.0,-0.775,0.0,6.08
12.5,-52.5,0.0,0.0,0.0,-0.712,0.0,5.59
12.5,-47.5,0.0,0.0,0.0,-0.642,0.0,5.1
12.5,-42.5,2.0,0.0,0.0,-0.519,-1.038,4.61
12.5,-37.5,0.0,0.0,0.0,-0.548,0.0,4.12
12.5,-32.5,4.0,0.0,0.0,-0.646,-2.584,3.64
12.5,-27.5,6.0,1.0,2.0,-0.363,-2.177,3.16
12.5,-22.5,5.0,2.0,4.0,-0.059,-0.295,2.69
12.5,-17.5,4.0,3.0,6.0,0.561,2.244,2.24
12.5,-12.5,7.0,2.0,4.0,-0.352,-2.465,1.8
12.5,-7.5,12.0,8.0,16.0,0.349,4.186,1.41
12.5,-2.5,12.0,8.0,16.0,0.334,4.009,1.12
12.5,2.5,10.0,5.0,10.0,0.087,0.875,1.0
12.5,7.5,6.0,3.0,6.0,-0.095,-0.569,1.12
12.5,12.5,6.0,3.0,6.0,-0.015,-0.089,1.41
12.5,17.5,9.0,4.0,8.0,0.036,0.321,1.8
12.5,22.5,0.0,0.0,0.0,-0.761,0.0,2.24
12.5,27.5,1.0,1.0,2.0,1.305,1.305,2.69
12.5,32.5,1.0,1.0,2.0,1.334,1.334,3.16
12.5,37.5,1.0,0.0,0.0,-0.625,-0.625,3.64
12.5,42.5,2.0,0.0,0.0,-0.626,-1.251,4.12
12.5,47.5,1.0,0.0,0.0,-0.481,-0.481,4.61
12.5,52.5,0.0,0.0,0.0,-0.664,0.0,5.1
12.5,57.5,0.0,0.0,0.0,-0.653,0.0,5.59
12.5,62.5,0.0,0.0,0.0,-0.963,0.0,6.08
12.5,67.5,1.0,1.0,3.0,2.018,2.018,6.58
12.5,72.5,1.0,0.0,0.0,-0.774,-0.774,7.07
17.5,-72.5,0.0,0.0,0.0,-0.977,0.0,7.65
17.5,-67.5,1.0,1.0,3.0,1.866,1.866,7.16
17.5,-62.5,0.0,0.0,0.0,-0.835,0.0,6.67
17.5,-57.5,0.0,0.0,0.0,-0.871,0.0,6.18
17.5,-52.5,2.0,1.0,2.0,0.385,0.769,5.7
17.5,-47.5,0.0,0.0,0.0,-0.451,0.0,5.22
17.5,-42.5,3.0,2.0,4.0,0.621,1.864,4.74
17.5,-37.5,2.0,2.0,4.0,1.364,2.729,4.27
17.5,-32.5,3.0,1.0,2.0,0.041,0.123,3.81
17.5,-27.5,0.0,0.0,0.0,-0.715,0.0,3.35
17.5,-22.5,4.0,1.0,2.0,-0.266,-1.064,2.92
17.5,-17.5,2.0,0.0,0.0,-0.897,-1.794,2.5
17.5,-12.5,3.0,0.0,0.0,-0.973,-2.918,2.12
17.5,-7.5,4.0,2.0,4.0,0.107,0.426,1.8
17.5,-2.5,7.0,3.0,6.0,-0.073,-0.509,1.58
17.5,2.5,9.0,4.0,8.0,0.069,0.623,1.5
17.5,7.5,4.0,1.0,2.0,-0.331,-1.322,1.58
17.5,12.5,1.0,0.0,0.0,-0.977,-0.977,1.8
17.5,17.5,2.0,1.0,2.0,0.363,0.726,2.12
17.5,22.5,3.0,0.0,0.0,-0.705,-2.116,2.5
17.5,27.5,4.0,2.0,4.0,0.285,1.139,2.92
17.5,32.5,1.0,1.0,2.0,1.408,1.408,3.35
17.5,37.5,1.0,0.0,0.0,-0.628,-0.628,3.81
17.5,42.5,3.0,1.0,2.0,-0.004,-0.013,4.27
17.5,47.5,0.0,0.0,0.0,-0.436,0.0,4.74
17.5,52.5,1.0,1.0,2.0,1.332,1.332,5.22
17.5,57.5,1.0,0.0,0.0,-0.759,-0.759,5.7
17.5,62.5,0.0,0.0,0.0,-0.813,0.0,6.18
17.5,67.5,0.0,0.0,0.0,-0.906,0.0,6.67
17.5,72.5,0.0,0.0,0.0,-0.901,0.0,7.16
22.5,-72.5,0.0,0.0,0.0,-0.937,0.0,7.76
22.5,-67.5,2.0,1.0,3.0,0.546,1.092,7.28
22.5,-62.5,1.0,0.0,0.0,-0.821,-0.821,6.8
22.5,-57.5,1.0,0.0,0.0,-0.981,-0.981,6.32
22.5,-52.5,0.0,0.0,0.0,-0.723,0.0,5.85
22.5,-47.5,0.0,0.0,0.0,-0.616,0.0,5.39
22.5,-42.5,2.0,1.0,2.0,0.29,0.58,4.92
22.5,-37.5,0.0,0.0,0.0,-0.638,0.0,4.47
22.5,-32.5,2.0,0.0,0.0,-0.595,-1.191,4.03
22.5,-27.5,3.0,0.0,0.0,-0.693,-2.078,3.61
22.5,-22.5,4.0,1.0,2.0,-0.253,-1.013,3.2
22.5,-17.5,2.0,2.0,4.0,1.15,2.3,2.83
22.5,-12.5,5.0,3.0,6.0,0.288,1.439,2.5
22.5,-7.5,6.0,0.0,0.0,-0.668,-4.006,2.24
22.5,-2.5,4.0,1.0,2.0,-0.2,-0.801,2.06
22.5,2.5,4.0,1.0,2.0,-0.29,-1.162,2.0
22.5,7.5,2.0,1.0,2.0,0.134,0.268,2.06
22.5,12.5,1.0,0.0,0.0,-0.851,-0.851,2.24
22.5,17.5,3.0,1.0,2.0,-0.254,-0.763,2.5
22.5,22.5,1.0,0.0,0.0,-0.675,-0.675,2.83
22.5,27.5,1.0,0.0,0.0,-0.575,-0.575,3.2
22.5,32.5,3.0,1.0,2.0,0.043,0.13,3.61
22.5,37.5,2.0,1.0,2.0,0.436,0.871,4.03
22.5,42.5,2.0,0.0,0.0,-0.634,-1.268,4.47
22.5,47.5,2.0,1.0,2.0,0.486,0.971,4.92
22.5,52.5,0.0,0.0,0.0,-0.687,0.0,5.39
22.5,57.5,0.0,0.0,0.0,-0.771,0.0,5.85
22.5,62.5,0.0,0.0,0.0,-0.864,0.0,6.32
22.5,67.5,2.0,1.0,3.0,0.536,1.072,6.8
22.5,72.5,2.0,1.0,3.0,0.217,0.434,7.28
27.5,-72.5,0.0,0.0,0.0,-0.78,0.0,7.91
27.5,-67.5,2.0,1.0,3.0,0.175,0.35,7.43
27.5,-62.5,0.0,0.0,0.0,-1.202,0.0,6.96
27.5,-57.5,0.0,0.0,0.0,-1.055,0.0,6.5
27.5,-52.5,1.0,1.0,2.0,1.201,1.201,6.04
27.5,-47.5,1.0,1.0,2.0,1.337,1.337,5.59
27.5,-42.5,0.0,0.0,0.0,-0.58,0.0,5.15
27.5,-37.5,1.0,0.0,0.0,-0.646,-0.646,4.72
27.5,-32.5,1.0,0.0,0.0,-0.713,-0.713,4.3
27.5,-27.5,0.0,0.0,0.0,-0.716,0.0,3.91
27.5,-22.5,1.0,0.0,0.0,-0.756,-0.756,3.54
27.5,-17.5,0.0,0.0,0.0,-0.847,0.0,3.2
27.5,-12.5,0.0,0.0,0.0,-0.77,0.0,2.92
27.5,-7.5,2.0,1.0,2.0,0.23,0.46,2.69
27.5,-2.5,2.0,2.0,4.0,1.274,2.549,2.55
27.5,2.5,2.0,0.0,0.0,-0.732,-1.463,2.5
27.5,7.5,2.0,0.0,0.0,-0.72,-1.44,2.55
27.5,12.5,5.0,2.0,4.0,0.044,0.22,2.69
27.5,17.5,2.0,1.0,2.0,0.345,0.69,2.92
27.5,22.5,1.0,0.0,0.0,-0.65,-0.65,3.2
27.5,27.5,1.0,1.0,2.0,1.412,1.412,3.54
27.5,32.5,0.0,0.0,0.0,-0.684,0.0,3.91
27.5,37.5,4.0,0.0,0.0,-0.545,-2.179,4.3
27.5,42.5,1.0,0.0,0.0,-0.606,-0.606,4.72
27.5,47.5,1.0,1.0,2.0,1.437,1.437,5.15
27.5,52.5,0.0,0.0,0.0,-0.805,0.0,5.59
27.5,57.5,0.0,0.0,0.0,-0.819,0.0,6.04
27.5,62.5,0.0,0.0,0.0,-1.006,0.0,6.5
27.5,67.5,2.0,0.0,0.0,-0.76,-1.519,6.96
27.5,72.5,0.0,0.0,0.0,-1.041,0.0,7.43
32.5,-72.5,0.0,0.0,0.0,-0.718,0.0,8.08
32.5,-67.5,3.0,2.0,6.0,0.659,1.978,7.62
32.5,-62.5,0.0,0.0,0.0,-0.719,0.0,7.16
32.5,-57.5,0.0,0.0,0.0,-0.87,0.0,6.71
32.5,-52.5,0.0,0.0,0.0,-0.773,0.0,6.26
32.5,-47.5,0.0,0.0,0.0,-0.676,0.0,5.83
32.5,-42.5,2.0,2.0,4.0,1.352,2.705,5.41
32.5,-37.5,1.0,0.0,0.0,-0.571,-0.571,5.0
32.5,-32.5,2.0,0.0,0.0,-0.511,-1.022,4.61
32.5,-27.5,0.0,0.0,0.0,-0.745,0.0,4.24
32.5,-22.5,1.0,0.0,0.0,-0.66,-0.66,3.91
32.5,-17.5,1.0,0.0,0.0,-0.746,-0.746,3.61
32.5,-12.5,2.0,0.0,0.0,-0.666,-1.332,3.35
32.5,-7.5,0.0,0.0,0.0,-0.744,0.0,3.16
32.5,-2.5,1.0,0.0,0.0,-0.704,-0.704,3.04
32.5,2.5,4.0,1.0,2.0,-0.089,-0.355,3.0
32.5,7.5,0.0,0.0,0.0,-0.644,0.0,3.04
32.5,12.5,0.0,0.0,0.0,-0.749,0.0,3.16
32.5,17.5,4.0,1.0,2.0,-0.169,-0.677,3.35
32.5,22.5,3.0,1.0,2.0,0.024,0.073,3.61
32.5,27.5,0.0,0.0,0.0,-0.67,0.0,3.91
32.5,32.5,1.0,1.0,2.0,1.394,1.394,4.24
32.5,37.5,0.0,0.0,0.0,-0.833,0.0,4.61
32.5,42.5,2.0,2.0,4.0,1.244,2.488,5.0
32.5,47.5,1.0,1.0,2.0,1.197,1.197,5.41
32.5,52.5,0.0,0.0,0.0,-0.822,0.0,5.83
32.5,57.5,0.0,0.0,0.0,-0.842,0.0,6.26
32.5,62.5,0.0,0.0,0.0,-0.849,0.0,6.71
32.5,67.5,1.0,1.0,3.0,2.109,2.109,7.16
32.5,72.5,0.0,0.0,0.0,-0.882,0.0,7.62
37.5,-72.5,2.0,0.0,0.0,-0.65,-1.301,8.28
37.5,-67.5,1.0,1.0,3.0,1.766,1.766,7.83
37.5,-62.5,6.0,1.0,3.0,-0.546,-3.276,7.38
37.5,-57.5,0.0,0.0,0.0,-1.067,0.0,6.95
37.5,-52.5,0.0,0.0,0.0,-0.815,0.0,6.52
37.5,-47.5,1.0,0.0,0.0,-0.655,-0.655,6.1
37.5,-42.5,1.0,0.0,0.0,-0.744,-0.744,5.7
37.5,-37.5,1.0,1.0,2.0,1.337,1.337,5.32
37.5,-32.5,1.0,0.0,0.0,-0.774,-0.774,4.95
37.5,-27.5,1.0,0.0,0.0,-0.714,-0.714,4.61
37.5,-22.5,2.0,1.0,2.0,0.364,0.728,4.3
37.5,-17.5,1.0,0.0,0.0,-0.706,-0.706,4.03
37.5,-12.5,0.0,0.0,0.0,-0.686,0.0,3.81
37.5,-7.5,1.0,0.0,0.0,-0.705,-0.705,3.64
37.5,-2.5,2.0,0.0,0.0,-0.745,-1.49,3.54
37.5,2.5,2.0,0.0,0.0,-0.696,-1.392,3.5
37.5,7.5,0.0,0.0,0.0,-0.669,0.0,3.54
37.5,12.5,0.0,0.0,0.0,-0.603,0.0,3.64
37.5,17.5,2.0,1.0,2.0,0.259,0.517,3.81
37.5,22.5,0.0,0.0,0.0,-0.654,0.0,4.03
37.5,27.5,2.0,1.0,2.0,0.32,0.64,4.3
37.5,32.5,4.0,0.0,0.0,-0.599,-2.395,4.61
37.5,37.5,0.0,0.0,0.0,-0.621,0.0,4.95
37.5,42.5,4.0,1.0,2.0,-0.184,-0.735,5.32
37.5,47.5,1.0,0.0,0.0,-1.05,-1.05,5.7
37.5,52.5,0.0,0.0,0.0,-0.945,0.0,6.1
37.5,57.5,0.0,0.0,0.0,-0.739,0.0,6.52
37.5,62.5,4.0,1.0,3.0,-0.271,-1.083,6.95
37.5,67.5,3.0,0.0,0.0,-0.973,-2.919,7.38
37.5,72.5,1.0,0.0,0.0,-0.645,-0.645,7.83
42.5,-72.5,1.0,0.0,0.0,-0.596,-0.596,8.5
42.5,-67.5,2.0,0.0,0.0,-0.898,-1.796,8.06
42.5,-62.5,3.0,1.0,3.0,-0.086,-0.259,7.63
42.5,-57.5,2.0,0.0,0.0,-0.669,-1.338,7.21
42.5,-52.5,0.0,0.0,0.0,-0.701,0.0,6.8
42.5,-47.5,0.0,0.0,0.0,-0.68,0.0,6.4
42.5,-42.5,1.0,0.0,0.0,-0.786,-0.786,6.02
42.5,-37.5,3.0,1.0,2.0,-0.024,-0.071,5.66
42.5,-32.5,2.0,1.0,2.0,0.33,0.661,5.32
42.5,-27.5,2.0,0.0,0.0,-0.457,-0.915,5.0
42.5,-22.5,0.0,0.0,0.0,-0.597,0.0,4.72
42.5,-17.5,0.0,0.0,0.0,-0.63,0.0,4.47
42.5,-12.5,0.0,0.0,0.0,-0.77,0.0,4.27
42.5,-7.5,1.0,0.0,0.0,-0.748,-0.748,4.12
42.5,-2.5,0.0,0.0,0.0,-0.794,0.0,4.03
42.5,2.5,2.0,0.0,0.0,-0.688,-1.377,4.0
42.5,7.5,1.0,0.0,0.0,-0.667,-0.667,4.03
42.5,12.5,1.0,1.0,2.0,1.256,1.256,4.12
42.5,17.5,0.0,0.0,0.0,-0.539,0.0,4.27
42.5,22.5,1.0,1.0,2.0,1.213,1.213,4.47
42.5,27.5,0.0,0.0,0.0,-0.653,0.0,4.72
42.5,32.5,1.0,1.0,2.0,1.294,1.294,5.0
42.5,37.5,2.0,0.0,0.0,-0.759,-1.518,5.32
42.5,42.5,3.0,2.0,4.0,0.441,1.323,5.66
42.5,47.5,0.0,0.0,0.0,-0.999,0.0,6.02
42.5,52.5,0.0,0.0,0.0,-0.84,0.0,6.4
42.5,57.5,2.0,1.0,3.0,0.536,1.073,6.8
42.5,62.5,12.0,3.0,9.0,-0.118,-1.414,7.21
42.5,67.5,1.0,1.0,3.0,2.339,2.339,7.63
42.5,72.5,1.0,1.0,3.0,2.059,2.059,8.06
47.5,-72.5,0.0,0.0,0.0,-0.674,0.0,8.75
47.5,-67.5,2.0,0.0,0.0,-1.034,-2.069,8.32
47.5,-62.5,4.0,0.0,0.0,-0.829,-3.317,7.91
47.5,-57.5,5.0,2.0,6.0,0.442,2.211,7.5
47.5,-52.5,4.0,2.0,6.0,0.735,2.939,7.11
47.5,-47.5,0.0,0.0,0.0,-0.758,0.0,6.73
47.5,-42.5,0.0,0.0,0.0,-0.836,0.0,6.36
47.5,-37.5,1.0,1.0,2.0,1.226,1.226,6.02
47.5,-32.5,1.0,0.0,0.0,-0.663,-0.663,5.7
47.5,-27.5,2.0,0.0,0.0,-0.603,-1.205,5.41
47.5,-22.5,3.0,1.0,2.0,0.05,0.151,5.15
47.5,-17.5,2.0,1.0,2.0,0.305,0.609,4.92
47.5,-12.5,0.0,0.0,0.0,-0.758,0.0,4.74
47.5,-7.5,0.0,0.0,0.0,-0.775,0.0,4.61
47.5,-2.5,2.0,1.0,2.0,0.053,0.105,4.53
47.5,2.5,2.0,1.0,2.0,0.267,0.534,4.5
47.5,7.5,3.0,2.0,4.0,0.55,1.651,4.53
47.5,12.5,0.0,0.0,0.0,-0.559,0.0,4.61
47.5,17.5,1.0,0.0,0.0,-0.542,-0.542,4.74
47.5,22.5,0.0,0.0,0.0,-0.537,0.0,4.92
47.5,27.5,1.0,1.0,2.0,1.296,1.296,5.15
47.5,32.5,0.0,0.0,0.0,-0.676,0.0,5.41
47.5,37.5,1.0,0.0,0.0,-0.788,-0.788,5.7
47.5,42.5,0.0,0.0,0.0,-0.908,0.0,6.02
47.5,47.5,0.0,0.0,0.0,-0.811,0.0,6.36
47.5,52.5,3.0,0.0,0.0,-1.235,-3.704,6.73
47.5,57.5,8.0,5.0,15.0,0.682,5.456,7.11
47.5,62.5,2.0,0.0,0.0,-0.903,-1.805,7.5
47.5,67.5,1.0,0.0,0.0,-0.689,-0.689,7.91
47.5,72.5,0.0,0.0,0.0,-0.682,0.0,8.32
52.5,-72.5,0.0,0.0,0.0,-0.697,0.0,9.01
52.5,-67.5,0.0,0.0,0.0,-0.931,0.0,8.6
52.5,-62.5,2.0,1.0,3.0,0.726,1.452,8.2
52.5,-57.5,6.0,2.0,6.0,0.272,1.63,7.81
52.5,-52.5,2.0,1.0,3.0,0.491,0.982,7.43
52.5,-47.5,0.0,0.0,0.0,-0.81,0.0,7.07
52.5,-42.5,0.0,0.0,0.0,-0.903,0.0,6.73
52.5,-37.5,0.0,0.0,0.0,-0.864,0.0,6.4
52.5,-32.5,2.0,1.0,2.0,0.154,0.309,6.1
52.5,-27.5,0.0,0.0,0.0,-0.771,0.0,5.83
52.5,-22.5,2.0,0.0,0.0,-0.706,-1.411,5.59
52.5,-17.5,1.0,0.0,0.0,-0.709,-0.709,5.39
52.5,-12.5,0.0,0.0,0.0,-0.746,0.0,5.22
52.5,-7.5,1.0,1.0,2.0,1.256,1.256,5.1
52.5,-2.5,7.0,4.0,8.0,0.265,1.857,5.02
52.5,2.5,3.0,0.0,0.0,-0.637,-1.911,5.0
52.5,7.5,2.0,2.0,4.0,1.155,2.309,5.02
52.5,12.5,0.0,0.0,0.0,-0.722,0.0,5.1
52.5,17.5,3.0,2.0,4.0,0.598,1.794,5.22
52.5,22.5,0.0,0.0,0.0,-0.688,0.0,5.39
52.5,27.5,0.0,0.0,0.0,-0.795,0.0,5.59
52.5,32.5,0.0,0.0,0.0,-0.84,0.0,5.83
