p_id_retained,player,team,b1_norm,b2_norm,b3_norm,b4_norm,b5_norm
4,J. Ahanmisi,ADU,0.043059022483118284,0.3218349556746694,0.1637486186212254,0.3557335508200085,0.11562385240097853
9,S. Manganti,ADU,0.270366572088344,0.15317196613349066,0.1384230886617942,0.18987438723615727,0.24816398588021374
12,P. Sarr,ADU,0.4861783978824302,2.672305754820069e-17,0.2642067283741647,0.23941592280762775,0.010198950935777329
33,J. Lastimosa,ADU,0.2717916021412113,0.38923596971154617,0.02500552779574144,0.14623367373223073,0.1677332266192703
35,J. Espeleta,ADU,0.18992613731315675,0.17387344434882587,0.4310412415996377,2.505686613079225e-15,0.20515917673837725
38,S. Camacho,ADU,0.7586007486663956,2.098144248223881e-18,0.20382558876214854,2.0976970290769907e-07,0.03757345280175283
56,J. Pingoy,ADU,0.012574066317007537,0.8294713032498257,0.06551656773657909,2.7048301820275367e-08,0.09243803564828583
64,C. Catapusan,ADU,0.40270967458350587,0.08045624502930593,0.055254318740154164,0.44269005985352383,0.018889701793510363
68,V. Magbuhos,ADU,0.9162916031132842,0.014497491979028531,0.06921090490768507,2.188691598409612e-15,1.695844425737061e-67
71,E. Mojica,ADU,0.08277172587895865,0.18728065079529213,4.529982760793375e-36,0.15765140952210505,0.5722962138036441
